,brand,age,name,abv,rating,No. rating,nose,taste,finish
1932,Mackmyra,,Iskristall for Germany, 46.1%,3.7,6,['Spices:100%'],"['Fruit:100%', 'Oak:50%']",[]
1933,Oban,,Little Bay, 43%,3.7,6,[],[],"['Nuts:100%', 'Oak:100%']"
1934,Smokehead,,High Voltage, 58%,3.7,6,['Maritime Notes:100%'],"['Maritime Notes:100%', 'Nuts:100%']",['Maritime Notes:100%']
1935,Strathmill,17Y,, 43%,3.7,6,['Fruit:100%'],"['Apple:100%', 'Malt:100%']",[]
1936,The Irishman,12Y,, 43%,3.7,6,"['Cinnamon:100%', 'Spices:100%']","['Pepper:100%', 'Fruit:90%']","['Oak:100%', 'Sweet:80%']"
1937,Woodford Reserve,,with 2 Glasses, 43.2%,3.7,6,"['Vanilla:100%', 'Sweet:100%']","['Peach:100%', 'Dark Chocolate:100%']",[]
1938,,,cask No. 4 Wasmund`s Barrel-Kit Rye, 62%,3.5,6,[''],[''],['']
1939,AnCnoc,,Barrow, 46%,3.5,6,['Maritime Notes:100%'],"['Sweet:100%', 'Spices:100%']","['Spices:100%', 'Peat Smoke:100%']"
1940,Arran,12Y,Cask Strength - Batch No. 4, 53.2%,3.5,6,"['Zitrus:100%', 'Sweet:100%']","['Sweet:100%', 'Zitrus:70%']",['Zitrus:100%']
1941,Big Peat,,Christmas Edition, 54.6%,3.5,6,"['Zitrus:100%', 'Maritime Notes:100%']","['Sweet:100%', 'Spices:100%']","['Peat Smoke:100%', 'Pepper:70%']"
1942,Bowmore,12Y,, 43%,3.5,6,[],"['Herb:100%', 'Nuts:100%']",[]
1943,Braeval,10Y,, 46%,3.5,6,[''],[''],['']
1944,Bruichladdich,,Organic, 46%,3.5,6,['Sweet:100%'],['Sweet:100%'],['Fruit:100%']
1945,Bruichladdich,3Y,X4+3, 63.5%,3.5,6,[],"['Sweet:100%', 'Malt:70%']",[]
1946,Caol Ila,10Y,Local Dealer Selection - 2nd Edition, 59.2%,3.5,6,[''],[''],['']
1947,Connemara,,, 43%,3.5,6,"['Sherry:100%', 'Peat Smoke:100%']","['Peat Smoke:100%', 'Sherry:70%']",[]
1948,Drexler Arrach,3Y,No1, 46%,3.5,6,[''],[''],['']
1949,Edradour,,Burgundy Batch No. 1, 46%,3.5,6,['Fruit:100%'],['Fruit:100%'],[]
1950,Edradour,11Y,, 46%,3.5,6,[''],[''],['']
1951,Glenfarclas,,£ 511.19s.0d Family Reserve, 43%,3.5,6,"['Honey:100%', 'Sweet:100%']","['Oak:100%', 'Sweet:100%']",[]
1952,Glenlivet,,Nàdurra Peated, 61.5%,3.5,6,"['Apple:100%', 'Fruit:100%']","['Peat Smoke:100%', 'Spices:90%']","['Spices:100%', 'Peat Smoke:90%']"
1953,Glenrothes,8Y,, 66.1%,3.5,6,"['Chili:100%', 'Cherry:100%']","['Raisin:100%', 'Oak:100%']","['Sherry:100%', 'Fruit:100%']"
1954,Jura,16Y,Diurachs' Own, 40%,3.5,6,"['Seaweed:100%', 'Maritime Notes:100%']","['Herb:100%', 'Lemon:90%']",['Sweet:100%']
1955,Loch Ness,5Y,, 40%,3.5,6,"['Herb:100%', 'Coffee:70%']","['Caramel:100%', 'Oil:100%']",[]
1956,Old Overholt,3Y,Straight Rye Whiskey, 40%,3.5,6,['Spices:100%'],['Malt:100%'],['Malt:100%']
1957,Senft,3Y,, 42%,3.5,6,['Sherry:100%'],"['Alcohol:100%', 'Peat Smoke:100%']",[]
1958,Smokehead,,Rock Edition, 44.2%,3.5,6,"['Seaweed:100%', 'Maritime Notes:100%']","['Seaweed:100%', 'Maritime Notes:100%']","['Dark Chocolate:100%', 'Herb:100%']"
1959,Sullivans Cove,,, 40%,3.5,6,['Malt:100%'],"['Almonds:100%', 'Cinnamon:100%']",[]
1960,Teaninich,,, 46%,3.5,6,"['Sweet:100%', 'Herb:50%']","['Sweet:100%', 'Herb:50%']","['Sweet:100%', 'Herb:50%']"
1961,West Cork,,Peat Charred Cask, 43%,3.5,6,"['Herbs:100%', 'Zitrus:100%']","['Malt:100%', 'Peat Smoke:100%']","['Peat Smoke:100%', 'Herb:80%']"
1962,1776,7Y,Bourbon, 46%,3.3,6,[''],[''],['']
1963,Coillmor,8Y,, 46%,3.3,6,"['Fruit:100%', 'Sherry:60%']",[],['Sherry:100%']
1964,Compass Box,,Great King St., 43%,3.3,6,"['Sweet:100%', 'Fruit:100%']",['Zitrus:100%'],['Oak:100%']
1965,Floki,,Young Malt, 47%,3.3,6,"['Herbs:100%', 'Spices:100%']","['Sweet:100%', 'Herbs:70%']","['Herb:100%', 'Sweet:100%']"
1966,Glen Grant,10Y,, 40%,3.3,6,['Spices:100%'],"['Nuts:100%', 'Oak:100%']",['Sweet:100%']
1967,Hudson,,Manhattan Rye, 46%,3.3,6,"['Herbs:100%', 'Hay:90%']","['Spices:100%', 'Coconut:60%']","['Spices:100%', 'Caramel:80%']"
1968,Inchgower,,, 43%,3.3,6,[],"['Sweet:100%', 'Spices:100%']",[]
1969,Jack Daniel's,,Single Barrel with 2 Glasses, 45%,3.3,6,"['Spices:100%', 'Sweet:100%']","['Oak:100%', 'Spices:100%']","['Sweet:100%', 'Spices:100%']"
1970,Macallan,12Y,Fine Oak with Glas, 40%,3.3,6,"['Oak:100%', 'Malt:50%']","['Sweet:100%', 'Spices:100%']",[]
1971,Mackmyra,,The First Edition 2008, 46.1%,3.3,6,['Oak:100%'],[],"['Fruit:100%', 'Oak:100%']"
1972,St. Kilian,3Y,Kilian Signature Edition „Two“ Amarone, 54.2%,3.3,6,[''],[''],['']
1973,Tamdhu,10Y,The 'Can Dhu Spirit', 43%,3.3,6,[],"['Oil:100%', 'Nuts:100%']","['Oil:100%', 'Nuts:100%']"
1974,The Singleton of Dufftown,15Y,, 40%,3.3,6,['Spices:100%'],[],['Spices:100%']
1975,Ben Bracken,25Y,Speyside, 40%,3.2,6,"['Honey:100%', 'Sweet:100%']",['Fruit:100%'],[]
1976,Brexit,4Y,, 43.3%,3.2,6,"['Malt:100%', 'Sweet:70%']","['Malt:100%', 'Sweet:100%']","['Malt:100%', 'Sweet:100%']"
1977,Bruichladdich,,Laddie Classic Edition 01, 46%,3.2,6,"['Fruit:100%', 'Peat Smoke:100%']","['Chili:100%', 'Spices:100%']","['Fruit:100%', 'Peat Smoke:100%']"
1978,Glen Deveron,15Y,, 40%,3.2,6,['Sherry:100%'],"['Nuts:100%', 'Fruit:100%']","['Oak:100%', 'Sweet:100%']"
1979,Glen Scotia,21Y,, 46%,3.2,6,"['Zitrus:100%', 'Malt:50%']",['Fruit:100%'],"['Sweet:100%', 'Spices:100%']"
1980,Glenalba,35Y,, 40%,3.2,6,"['Nuts:100%', 'Spices:100%']","['Herb:100%', 'Fruit:100%']","['Herb:100%', 'Oak:100%']"
1981,Glenglassaugh,,Evolution, 50%,3.2,6,"['Pear:100%', 'Sweet:100%']","['Fruit:100%', 'Sweet:100%']",[]
1982,Highland Park,,, 40%,3.2,6,"['Sweet:100%', 'Nuts:50%']","['Spices:100%', 'Herbs:50%']","['Peat Smoke:100%', 'Fruit:50%']"
1983,Longrow,10Y,, 46%,3.2,6,"['Dried Fruit:100%', 'Sweet:100%']",['Peat Smoke:100%'],[]
1984,Redbreast,,Lustau Edition, 46%,3.2,6,"['Sherry:100%', 'Nuts:70%']","['Fruit:100%', 'Sherry:80%']","['Fruit:100%', 'Sweet:100%']"
1985,Smokehead,,Rock Edition II Special Edition, 46.6%,3.2,6,"['Peat Smoke:100%', 'Maritime Notes:50%']",['Peat Smoke:100%'],['Peat Smoke:100%']
1986,Speyside (Spey),12Y,, 40%,3.2,6,"['Peach:100%', 'Fruit:100%']","['Maritime Notes:100%', 'Fruit:100%']","['Maritime Notes:100%', 'Fruit:100%']"
1987,Tullibardine,,Aged Oak Edition, 40%,3.2,6,"['Medicinal Smoke:100%', 'Peat Smoke:100%']",['Spices:100%'],[]
1988,,,Celp - The Seaweed Experience, 55%,3.0,6,['Maritime Notes:100%'],"['Salt:100%', 'Maritime Notes:100%']",[]
1989,,,Islay Storm, 40%,3.0,6,"['Chocolate:100%', 'Apple:100%']","['Oak:100%', 'Peat Smoke:100%']","['Oak:100%', 'Peat Smoke:100%']"
1990,Auchentoshan,,Miniatursortiment, 41%,3.0,6,[''],[''],['']
1991,Ben Nevis,,Keramikkrug, 40%,3.0,6,[''],[''],['']
1992,Chivas Regal,,Extra, 40%,3.0,6,"['Pear:100%', 'Fruit:100%']","['Cinnamon:100%', 'Sweet:100%']",['Sweet:100%']
1993,Finlaggan,,Eilean Mor, 46%,3.0,6,"['Maritime Notes:100%', 'Salt:90%']","['Sweet:100%', 'Maritime Notes:80%']",['Peat Smoke:100%']
1994,Jura,10Y,new Design, 40%,3.0,6,['Peat Smoke:100%'],"['Spices:100%', 'Sweet:80%']","['Nuts:100%', 'Herb:70%']"
1995,Jura,10Y,Origin, 40%,3.0,6,"['Fruit:100%', 'Herbs:50%']","['Oak:100%', 'Fruit:100%']","['Spices:100%', 'Maritime Notes:50%']"
1996,Kingsbarns,,Spirit Drink, 63.5%,3.0,6,['Fruit:100%'],['Fruit:100%'],[]
1997,Slyrs,,SILD Crannog, 48%,3.0,6,['Oak:100%'],"['Oak:100%', 'Maritime Notes:70%']",['Maritime Notes:100%']
1998,Teeling,,Single Grain, 46%,3.0,6,"['Spices:100%', 'Sweet:100%']","['Grape:100%', 'Fruit:100%']","['Oak:100%', 'Spices:100%']"
1999,Togouchi,,Premium (Japan), 40%,3.0,6,"['Nuts:100%', 'Malt:100%']","['Nuts:100%', 'Oak:100%']",[]
2000,Tullamore D.E.W.,,Cider, 40%,3.0,6,[],['Sweet:100%'],[]
2001,Tullamore D.E.W.,,XO Caribbean Rum, 43%,3.0,6,"['Sweet:100%', 'Fruit:80%']","['Spices:100%', 'Malt:50%']","['Malt:100%', 'Sweet:100%']"
2002,Tullibardine,,, 40%,3.0,6,[],"['Hay:100%', 'Herbs:100%']",[]
2003,Baileys,,The Original Irish Cream, 17%,2.8,6,['Nuts:100%'],[],[]
2004,Islay Time,,Batch III, 40%,2.8,6,[],['Nuts:100%'],"['Malt:100%', 'Spices:100%']"
2005,Johnnie Walker,12Y,Black label, 43%,2.8,6,"['Sweet:100%', 'Malt:50%']",['Nuts:100%'],"['Malt:100%', 'Oak:100%']"
2006,Knockando,12Y,in Wooden Case, 43%,2.8,6,[],"['Almonds:100%', 'Oil:100%']","['Caramel:100%', 'Sweet:100%']"
2007,McClelland,,Lowland, 40%,2.8,6,['Herbs:100%'],['Sweet:100%'],[]
2008,Old St.Andrews,,Clubhouse, 40%,2.8,6,[''],[''],['']
2009,Speyside (Spey),18Y,, 46%,2.8,6,"['Sherry:100%', 'Zitrus:40%']","['Honey:100%', 'Nuts:90%']","['Sherry:100%', 'Floral:80%']"
2010,The Singleton of Dufftown,12Y,, 40%,2.8,6,"['Date:100%', 'Hazelnut:100%']","['Coffee:100%', 'Herb:100%']",['Spices:100%']
2011,Balblair,,Vintage, 46%,2.7,6,"['Alcohol:100%', 'Floral:100%']","['Spices:100%', 'Oak:50%']","['Oak:100%', 'Spices:100%']"
2012,Eddu,,Silver, 40%,2.7,6,[],['Sweet:100%'],[]
2013,Kilchoman,5Y,Vintage Release, 46%,2.7,6,[],['Peat Smoke:100%'],[]
2014,Puni,3Y,Nova Batch 2, 43%,2.7,6,"['Honey:100%', 'Vanilla:100%']","['Fruit:100%', 'Spices:100%']","['Oil:100%', 'Nuts:100%']"
2015,Slyrs,3Y,, 43%,2.7,6,[],['Malt:100%'],[]
2016,Slyrs,12Y,, 43%,2.7,6,[],['Oak:100%'],['Sweet:100%']
2017,The Quiet Man,,, 40%,2.7,6,[],['Zitrus:100%'],[]
2018,Campbeltown Loch,,, 46%,2.5,6,[''],[''],['']
2019,Cu Dhub,,, 40%,2.5,6,[''],[''],['']
2020,Floki,,Sheep Dung Smoked Reserve, 47%,2.5,6,"['Hay:100%', 'Herbs:100%']","['Sweet:100%', 'Spices:100%']","['Spices:100%', 'Peat Smoke:100%']"
2021,Glenfarclas,10Y,, 40%,2.5,6,"['Spices:100%', 'Fruit:100%']","['Malt:100%', 'Sherry:100%']",['Spices:100%']
2022,Johnnie Walker,,Blenders' Batch Rum, 40.8%,2.5,6,"['Grass:100%', 'Hay:100%']",[],"['Malt:100%', 'Wheat:100%']"
2023,Sloupisti,3Y,, 40%,2.5,6,"['Alcohol:100%', 'Peat Smoke:100%']",['Fruit:100%'],[]
2024,Tullamore D.E.W.,10Y,, 40%,2.5,6,"['Pear:100%', 'Malt:100%']","['Alcohol:100%', 'Honey:100%']","['Oak:100%', 'Sweet:100%']"
2025,,19Y,Moenks, 42.3%,2.3,6,[],['Oak:100%'],[]
2026,Antiquary,12Y,, 40%,2.3,6,"['Nuts:100%', 'Malt:50%']",['Malt:100%'],[]
2027,Tyrconnell,10Y,Sherry Finish, 40%,2.3,6,[''],[''],['']
2028,Canadian Club,6Y,, 40%,2.2,6,[''],[''],['']
2029,Loch Lomond,,Peated, 46%,2.2,6,['Peat Smoke:100%'],"['Fruit:100%', 'Peat Smoke:100%']",['Peat Smoke:100%']
2030,Tullamore D.E.W.,,, 40%,2.2,6,['Zitrus:100%'],[],[]
2031,,,Old Keeper from ALDI, 40%,1.8,6,[],['Malt:100%'],['Spices:100%']
2032,Dimple,12Y,Deluxe old bottling, 40%,1.8,6,"['Zitrus:100%', 'Spices:100%']",['Nuts:100%'],['Nuts:100%']
2033,Blackwood,,, 40%,1.2,6,[''],[''],['']
2034,Booker‘s,6Y,the.no age statment Proof, 64.3%,5.0,5,['Oak:100%'],"['Herb:100%', 'Fruit:100%']",[]
2035,Caol Ila,,, 59.8%,5.0,5,['Herb:100%'],['Fruit:100%'],['Peat Smoke:100%']
2036,Caol Ila,17Y,, 46%,5.0,5,[''],[''],['']
2037,Glenfarclas,30Y,Edition No. 22 1988/2018 Thomas Reid, 46%,5.0,5,[],['Oak:100%'],[]
2038,Glenrothes,,Vintage, 43%,5.0,5,[],[],['Malt:100%']
2039,Lagavulin,,, 43%,5.0,5,"['Spices:100%', 'Vanilla:100%']","['Oak:100%', 'Sweet:100%']",['Peat Smoke:100%']
2040,Laphroaig,10Y,Cask Strength Batch 10, 58%,5.0,5,['Maritime Notes:100%'],['Herb:100%'],"['Herbs:100%', 'Herb:100%']"
2041,Littlemill,21Y,1st Port pipe filled, 51.9%,5.0,5,[],"['Plum:100%', 'Chili:100%']","['Orange:100%', 'Honey:100%']"
2042,Macallan,,Rare Cask Red, 43%,5.0,5,[],"['Sweet:100%', 'Sherry:100%']",['Nuts:100%']
2043,Talisker,,Distillers Edition, 45.8%,5.0,5,"['Maritime Notes:100%', 'Peat Smoke:100%']","['Fruit:100%', 'Sherry:100%']","['Peat Smoke:100%', 'Spices:70%']"
2044,Teeling,21Y,Vintage Reserve, 46%,5.0,5,[],"['Chocolate:100%', 'Sweet:100%']",[]
2045,Arran,,Devils Punch Bowl, 52.3%,4.8,5,[''],[''],['']
2046,Balblair,,Vintage, 46%,4.8,5,"['Almonds:100%', 'Cake:100%']","['Almonds:100%', 'Berries:100%']","['Chili:100%', 'Coffee:100%']"
2047,Balblair,,Vintage, 46%,4.8,5,[],"['Oil:100%', 'Nuts:100%']",[]
2048,Ben Nevis,18Y,, 51.2%,4.8,5,"['Hay:100%', 'Herb:100%']","['Herb:100%', 'Nuts:50%']","['Oak:100%', 'Spices:100%']"
2049,Big Peat,,Cask Strength Xmas Edition, 57.8%,4.8,5,[''],[''],['']
2050,Bruichladdich,16Y,Cuvee E Sauternes, 46%,4.8,5,[],"['Raisin:100%', 'Malt:100%']",[]
2051,Bunnahabhain,30Y,Luxury Damson Jam, 46%,4.8,5,"['Herbs:100%', 'Oak:100%']","['Herbs:100%', 'Herb:100%']","['Oak:100%', 'Spices:100%']"
2052,Edradour,10Y,, 46%,4.8,5,"['Nuts:100%', 'Oak:100%']",['Sherry:100%'],"['Nuts:100%', 'Sweet:100%']"
2053,Glen Els,10Y,, 49.6%,4.8,5,[''],[''],['']
2054,Glendronach,17Y,Single Cask PX-Puncheon, 53.4%,4.8,5,[''],[''],['']
2055,Glendronach,18Y,Single Cask Oloroso Sherry Butt, 53.8%,4.8,5,[''],[''],['']
2056,Glendronach,19Y,Single Cask Oloroso Sherry Butt, 57.3%,4.8,5,[''],[''],['']
2057,Glenfarclas,,Quarter Casks, 46.1%,4.8,5,"['Pineapple:100%', 'Dried Fruit:100%']","['Dried Fruit:100%', 'Lemon:100%']","['Cinnamon:100%', 'Clove:100%']"
2058,Highland Park,16Y,Odin, 55.8%,4.8,5,"['Cinnamon:100%', 'Floral:100%']","['Nuts:100%', 'Oak:100%']","['Sweet:100%', 'Caramel:90%']"
2059,Highland Park,18Y,Bennachie, 59.7%,4.8,5,"['Oak:100%', 'Fruit:100%']",['Spices:100%'],['Fruit:100%']
2060,Kilchoman,8Y,, 56.6%,4.8,5,"['Sweet:100%', 'Peat Smoke:100%']","['Peat Smoke:100%', 'Fruit:50%']","['Peat Smoke:100%', 'Malt:50%']"
2061,Lagavulin,,, 43%,4.8,5,"['Salt:100%', 'Maritime Notes:100%']","['Honey:100%', 'Fruit:100%']","['Oak:100%', 'Sweet:100%']"
2062,Lagavulin,12Y,2017 17th Special Release, 56.5%,4.8,5,"['Pear:100%', 'Fruit:100%']","['Nuts:100%', 'Peat Smoke:100%']",['Peat Smoke:100%']
2063,Laphroaig,,Càirdeas Triple Wood Cask Strength, 59.5%,4.8,5,"['Lemon Peel:100%', 'Medicinal Smoke:100%']","['Medicinal Smoke:100%', 'Mint:100%']","['Medicinal Smoke:100%', 'Tobacco:100%']"
2064,Laphroaig,10Y,Cask Strength (Batch 009), 58.1%,4.8,5,"['Maritime Notes:100%', 'Sweet:100%']","['Sweet:100%', 'Oak:70%']","['Spices:100%', 'Pepper:70%']"
2065,Longmorn,17Y,, 60.1%,4.8,5,['Sherry:100%'],['Sherry:100%'],['Sherry:100%']
2066,Octomore,5Y,MASTERCLASS 8rd3 Islay Barley 309 PPM, 61.2%,4.8,5,[''],[''],['']
2067,Octomore,8Y,MASTERCLASS 8rd1 167PPM, 59.3%,4.8,5,"['Bonfire Smoke:100%', 'Peat Smoke:100%']","['Lemon:100%', 'Zitrus:100%']","['Bonfire Smoke:100%', 'Lemon:100%']"
2068,Old Grand Dad,,114 Proof, 57%,4.8,5,"['Oak:100%', 'Sweet:100%']","['Oak:100%', 'Fruit:80%']",[]
2069,Port Charlotte,,PC11 Eòrna Na H-alba, 59.5%,4.8,5,[],"['Alcohol:100%', 'Banana:100%']","['Cherry:100%', 'Fruit:100%']"
2070,Talisker,,, 45.8%,4.8,5,"['Seaweed:100%', 'Maritime Notes:100%']","['Sweet:100%', 'Peat Smoke:80%']","['Peat Smoke:100%', 'Spices:80%']"
2071,,15Y,Tomfarclas, 57.9%,4.6,5,[''],[''],['']
2072,Aberlour,,a'bunadh Batch 37, 59.6%,4.6,5,"['Nuts:100%', 'Sherry:100%']","['Fruit:100%', 'Sherry:100%']","['Oak:100%', 'Sweet:100%']"
2073,Ardbeg,21Y,, 46%,4.6,5,"['Lemon:100%', 'Zitrus:100%']",['Peat Smoke:100%'],['Peat Smoke:100%']
2074,Balblair,21Y,, 45%,4.6,5,"['Heather:100%', 'Herbs:100%']","['Pepper:100%', 'Sweet:100%']","['Chocolate:100%', 'Malt:100%']"
2075,Ben Nevis,15Y,, 49.1%,4.6,5,"['Herb:100%', 'Sweet:100%']","['Nuts:100%', 'Spices:100%']","['Malt:100%', 'Sherry:100%']"
2076,Benriach,21Y,Classic, 46%,4.6,5,[],"['Oak:100%', 'Fruit:100%']","['Malt:100%', 'Sweet:100%']"
2077,Bowmore,25Y,Small Batch Release, 43%,4.6,5,"['Fruit:100%', 'Peat Smoke:100%']","['Oak:100%', 'Fruit:100%']",[]
2078,Caol Ila,,, 46%,4.6,5,"['Apple:100%', 'Banana:100%']","['Pear:100%', 'Orange:100%']","['Sweet:100%', 'Peat Smoke:100%']"
2079,Clynelish,20Y,Single Cask Seasons, 52.6%,4.6,5,"['Cherry:100%', 'Alcohol:100%']","['Herb:100%', 'Nuts:100%']","['Dark Chocolate:100%', 'Coffee:100%']"
2080,Glen Elgin,24Y,, 52.7%,4.6,5,"['Oak:100%', 'Zitrus:50%']","['Fruit:100%', 'Herbs:70%']","['Herb:100%', 'Zitrus:50%']"
2081,Glen Garioch,21Y,, 43%,4.6,5,"['Nuts:100%', 'Malt:100%']","['Herbs:100%', 'Malt:100%']",[]
2082,Glen Garioch,23Y,, 49.9%,4.6,5,[],"['Vanilla:100%', 'Sweet:100%']",[]
2083,Glen Moray,25Y,, 43%,4.6,5,[''],[''],['']
2084,Glenfarclas,33Y,Vintage Port Pipes, 46%,4.6,5,"['Heather:100%', 'Herbs:100%']","['Heather:100%', 'Fruit:100%']",[]
2085,Highland Park,20Y,, 46%,4.6,5,"['Leather:100%', 'Herb:100%']","['Salt:100%', 'Maritime Notes:100%']",[]
2086,Jim Beam,7Y,Booker's, 63.9%,4.6,5,"['Sweet:100%', 'Sherry:60%']","['Sherry:100%', 'Spices:100%']",[]
2087,Kilchoman,6Y,Cask Strength, 56.9%,4.6,5,"['Herbs:100%', 'Maritime Notes:100%']","['Oak:100%', 'Spices:100%']","['Sweet:100%', 'Spices:100%']"
2088,Lagavulin,,Distillers Edition with 2 Glasses, 43%,4.6,5,"['Maritime Notes:100%', 'Sherry:100%']","['Peat Smoke:100%', 'Sherry:60%']",[]
2089,Ledaig,10Y,, 58.2%,4.6,5,"['Sweet:100%', 'Peat Smoke:100%']","['Sweet:100%', 'Zitrus:50%']","['Spices:100%', 'Sherry:50%']"
2090,Longrow,14Y,Sherrywood, 57.8%,4.6,5,"['Sweet:100%', 'Fruit:100%']","['Pepper:100%', 'Spices:100%']","['Fruit:100%', 'Maritime Notes:50%']"
2091,Michel Couvreur,,Overaged, 43%,4.6,5,"['Spices:100%', 'Sweet:100%']","['Herb:100%', 'Fruit:100%']",['Oak:100%']
2092,Midleton,,, 40%,4.6,5,[''],[''],['']
2093,Mortlach,17Y,, 46%,4.6,5,"['Sweet:100%', 'Oil:70%']","['Pepper:100%', 'Sweet:100%']","['Sweet:100%', 'Sherry:60%']"
2094,Octomore,8Y,, 58.4%,4.6,5,"['Fruit:100%', 'Peat Smoke:100%']","['Herb:100%', 'Fruit:100%']","['Fruit:100%', 'Peat Smoke:100%']"
2095,Redbreast,12Y,Cask Strength, 57.2%,4.6,5,"['Fruit:100%', 'Nuts:50%']","['Fruit:100%', 'Spices:100%']","['Malt:100%', 'Herbs:50%']"
2096,Springbank,14Y,Bourbon Wood, 55.8%,4.6,5,['Herbs:100%'],"['Oak:100%', 'Sweet:100%']",['Herb:100%']
2097,Talisker,,, 45.8%,4.6,5,"['Chili:100%', 'Seaweed:100%']","['Fruit:100%', 'Peat Smoke:100%']","['Fruit:100%', 'Peat Smoke:100%']"
2098,Tomatin,15Y,Moscatel Finish, 46%,4.6,5,"['Tropical Fruit:100%', 'Oak:100%']","['Fruit:100%', 'Oak:70%']",[]
2099,,15Y,The Dimple Pinch, 40%,4.4,5,[],"['Oak:100%', 'Sweet:100%']",[]
2100,,17Y,Hart Brothers Blended Malt Scotch Whisky - Port Finish, 50%,4.4,5,['Sweet:100%'],['Nuts:100%'],[]
2101,Ardbeg,,Rollercoaster Committee Bottling, 57.3%,4.4,5,"['Chocolate:100%', 'Seaweed:100%']","['Heather:100%', 'Herbs:100%']","['Tobacco:100%', 'Chocolate:100%']"
2102,Arran,,Devil's Punch Bowl Chapter II, 53.1%,4.4,5,['Peat Smoke:100%'],"['Zitrus:100%', 'Oak:100%']",['Peat Smoke:100%']
2103,Arran,12Y,Cask Strength - Batch No. 3, 53.9%,4.4,5,[],"['Alcohol:100%', 'Chocolate:100%']",[]
2104,Ballechin,,Single Cask Seasons 2017 Winter, 56.5%,4.4,5,"['Fruit:100%', 'Heather:70%']","['Fruit:100%', 'Dried Fruit:70%']","['Sweet:100%', 'Berries:70%']"
2105,Balvenie,14Y,Peat Week, 48.3%,4.4,5,[],['Peat Smoke:100%'],[]
2106,Balvenie,15Y,Single Barrel, 47.8%,4.4,5,[],"['Sweet:100%', 'Oak:70%']",['Zitrus:100%']
2107,Benriach,11Y,PX '25 years Whisky.de', 61.8%,4.4,5,[],"['Sherry:100%', 'Nuts:50%']",[]
2108,Bladnoch,19Y,, 55%,4.4,5,['Zitrus:100%'],"['Malt:100%', 'Fruit:100%']",[]
2109,Bowmore,,Dusk Tube, 50%,4.4,5,[],"['Berries:100%', 'Fruit:100%']",['Maritime Notes:100%']
2110,Bruichladdich,12Y,Festival & Web Bottling Ancien Regime, 46%,4.4,5,[''],[''],['']
2111,Bruichladdich,14Y,WMD II Yellow Submarine, 46%,4.4,5,[''],[''],['']
2112,Bruichladdich,24Y,Black Art 05.1, 48.4%,4.4,5,"['Malt:100%', 'Sherry:100%']","['Herb:100%', 'Fruit:100%']",['Herb:100%']
2113,Bunnahabhain,,Ceobanach Batch 2, 46.3%,4.4,5,"['Maritime Notes:100%', 'Seaweed:80%']","['Sweet:100%', 'Peat Smoke:100%']","['Peat Smoke:100%', 'Spices:80%']"
2114,Caol Ila,,, 59.3%,4.4,5,[],"['Peat Smoke:100%', 'Maritime Notes:60%']",['Sherry:100%']
2115,Edradour,,Decanter Sherry cask, 55.7%,4.4,5,[''],[''],['']
2116,Edradour,,Batch No. 2, 46%,4.4,5,"['Oak:100%', 'Sherry:100%']","['Fruit:100%', 'Oak:50%']",[]
2117,Edradour,9Y,Chardonnay cask matured 2nd batch, 46%,4.4,5,"['Grape:100%', 'Zitrus:90%']","['Alcohol:100%', 'Banana:100%']","['Grape:100%', 'Honey:100%']"
2118,Edradour,10Y,old Edition, 40%,4.4,5,"['Sweet:100%', 'Nuts:50%']",[],"['Herb:100%', 'Spices:100%']"
2119,Edradour,10Y,Chateauneuf du Pape Finish, 58%,4.4,5,"['Grass:100%', 'Dried Fruit:100%']","['Dried Fruit:100%', 'Plum:100%']","['Floral:100%', 'Malt:100%']"
2120,El Máximo,,No. 7, 65%,4.4,5,['Sherry:100%'],"['Sweet:100%', 'Sherry:100%']",[]
2121,Glenfarclas,,Edition No. 23 - Jakob I., 46%,4.4,5,"['Chocolate:100%', 'Honey:100%']","['Nuts:100%', 'Oak:100%']",['Sherry:100%']
2122,Glenfarclas,,Vintage, 59.8%,4.4,5,"['Nuts:100%', 'Raisin:100%']","['Date:100%', 'Chocolate:100%']","['Chocolate:100%', 'Sherry:100%']"
2123,Glenfarclas,20Y,105 Cask Strength, 60%,4.4,5,[],"['Herb:100%', 'Fruit:100%']",[]
2124,Glenfiddich,18Y,Ancient Reserve, 40%,4.4,5,[],['Fruit:100%'],[]
2125,Glenfiddich,19Y,Age of Discovery Collection, 40%,4.4,5,[''],[''],['']
2126,Glenlivet,18Y,, 46%,4.4,5,"['Chocolate:100%', 'Dark Chocolate:100%']","['Honey:100%', 'Chocolate:100%']","['Malt:100%', 'Sherry:100%']"
2127,Glentauchers,4Y,, 66.6%,4.4,5,"['Sherry:100%', 'Oak:70%']","['Malt:100%', 'Spices:100%']","['Oak:100%', 'Sweet:70%']"
2128,Glentauchers,18Y,, 43%,4.4,5,"['Cherry:100%', 'Dried Fruit:100%']","['Chili:100%', 'Sweet:100%']","['Oak:100%', 'Spices:100%']"
2129,Jura,,, 54%,4.4,5,"['Nuts:100%', 'Herbs:100%']",['Herb:100%'],"['Herb:100%', 'Nuts:100%']"
2130,Kilchoman,5Y,Sherry Cask, 46%,4.4,5,"['Peat Smoke:100%', 'Maritime Notes:50%']",[],[]
2131,Lagavulin,12Y,Cask Strength, 56.5%,4.4,5,[''],[''],['']
